car_park_no,x_coord,y_coord,xy_coord,LatLng,Latitude,Longitude,car_park_type,type_of_parking_system,short_term_parking,free_parking,night_parking,car_park_decks,gantry_height,car_park_basement
A98,27837.0334,39020.7488,"27837.0334, 39020.7488","1.3691578416246768,103.83185420965152",1.3691578416246768,103.83185420965152,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,0,N
A99,28433.4999,39885.5496,"28433.4999, 39885.5496","1.3769787513593137,103.83721389195789",1.3769787513593137,103.83721389195789,SURFACE CAR PARK,COUPON PARKING,7AM-10.30PM,NO,NO,0,0,N
BA1,32171.1116,35094.0857,"32171.1116, 35094.0857","1.3336463786267148,103.87079839417942",1.3336463786267148,103.87079839417942,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,8,2.15,N
BA2,32444.5217,35453.6678,"32444.5217, 35453.6678","1.3368982566387684,103.87325519183763",1.3368982566387684,103.87325519183763,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,8,2.15,N
BBB,30264.1776,30994.7597,"30264.1776, 30994.7597","1.2965739014600475,103.85366320635144",1.2965739014600475,103.85366320635144,BASEMENT CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,1,1.9,Y
BBM1,18213.6562,36507.8169,"18213.6562, 36507.8169","1.3464302920188571,103.74538227447823",1.3464302920188571,103.74538227447823,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,10,2,N
BBM2,18714.471,36997.6927,"18714.471, 36997.6927","1.3508606881240968,103.74988224859628",1.3508606881240968,103.74988224859628,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,11,2.15,N
BBM3,19831.2917,36294.3127,"19831.2917, 36294.3127","1.344499930672168,103.75991777102908",1.344499930672168,103.75991777102908,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,12,2.15,N
BBM4,19860.3631,36409.798,"19860.3631, 36409.798","1.3455443407997247,103.76017896398088",1.3455443407997247,103.76017896398088,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,13,2.15,N
BBM5,19610.472,36154.6192,"19610.472, 36154.6192","1.3432365384885672,103.75793361171844",1.3432365384885672,103.75793361171844,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,4,2,N
BBM6,19289.8168,36112.2533,"19289.8168, 36112.2533","1.3428533073357,103.7550523453817",1.3428533073357,103.7550523453817,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,4,2,N
BBM7,18025.9428,36609.4062,"18025.9428, 36609.4062","1.3473489622539818,103.74369552219268",1.3473489622539818,103.74369552219268,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,8,2,N
BBM8,18561.8095,36898.4253,"18561.8095, 36898.4253","1.3499629064983887,103.74851052092465",1.3499629064983887,103.74851052092465,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,6,2.15,N
BBM9,18924.8161,38652.2819,"18924.8161, 38652.2819","1.3658241820496484,103.75177182888899",1.3658241820496484,103.75177182888899,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,16,2.15,N
BE10,30223.1994,36651.8815,"30223.1994, 36651.8815","1.3477346690070404,103.85329540793336",1.3477346690070404,103.85329540793336,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,4.5,N
BE11,30194.9243,36877.2792,"30194.9243, 36877.2792","1.3497730780036596,103.8530413549864",1.3497730780036596,103.8530413549864,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,4.5,N
BE12,29963.6285,36903.1662,"29963.6285, 36903.1662","1.3500072057637873,103.85096301842974",1.3500072057637873,103.85096301842974,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,0,4.5,N
BE13,30026.4687,36336.1338,"30026.4687, 36336.1338","1.3448791865735936,103.85152763916169",1.3448791865735936,103.85152763916169,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,5,1.9,N
BE14,30460.9446,36576.481,"30460.9446, 36576.481","1.347052758394405,103.8554316901389",1.347052758394405,103.8554316901389,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,5,1.9,N
BE15,30394.9029,36366.7901,"30394.9029, 36366.7901","1.3451564028382506,103.85483824798263",1.3451564028382506,103.85483824798263,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,6,1.9,N
BE16,28193.9043,38482.8203,"28193.9043, 38482.8203","1.3642930310567885,103.83506094142122",1.3642930310567885,103.83506094142122,SURFACE CAR PARK,COUPON PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,0,N
BE17,29598.0859,38339.9922,"29598.0859, 38339.9922","1.3630013083926866,103.84767846441284",1.3630013083926866,103.84767846441284,SURFACE CAR PARK,COUPON PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,0,N
BE18,27751.5586,37825.0781,"27751.5586, 37825.0781","1.358344672732264,103.83108616867443",1.358344672732264,103.83108616867443,SURFACE CAR PARK,ELECTRONIC PARKING,7AM-10.30PM,SUN & PH FR 7AM-10.30PM,NO,0,4.5,N
BE19,29656.3321,36775.0947,"29656.3320999999, 36775.0947","1.348848996735586,103.84820175966075",1.348848996735586,103.84820175966075,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,0,N
BE20,29707.8648,36779.0905,"29707.8648, 36779.0905","1.348885130266942,103.84866481344316",1.348885130266942,103.84866481344316,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,9,1.9,N
BE21,29749.6768,36749.5862,"29749.6768, 36749.5862","1.3486183027266334,103.84904051872122",1.3486183027266334,103.84904051872122,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,0,N
BE22,29818.0559,36839.3645,"29818.0559, 36839.3645","1.349430217815351,103.84965495307284",1.349430217815351,103.84965495307284,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,4.5,N
BE23,29830.0702,36912.2681,"29830.0702, 36912.2681","1.3500895281763916,103.84976291352606",1.3500895281763916,103.84976291352606,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,2,1.8,N
BE24,29576.3203,37491.2812,"29576.3203, 37491.2812","1.355325906162184,103.84748284106837",1.355325906162184,103.84748284106837,SURFACE CAR PARK,COUPON PARKING,7AM-7PM,SUN & PH FR 7AM-10.30PM,NO,0,4.5,N
BE25,29668.2541,37471.6058,"29668.2541, 37471.6058","1.3551479646976012,103.84830892488766",1.3551479646976012,103.84830892488766,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,5,1.9,N
BE26,29684.6992,37553.5273,"29684.6992, 37553.5273","1.3558888291277684,103.84845669937897",1.3558888291277684,103.84845669937897,SURFACE CAR PARK,ELECTRONIC PARKING,7AM-7PM,SUN & PH FR 7AM-10.30PM,NO,0,0,N
BE27,29704.1126,37637.6725,"29704.1126, 37637.6725","1.356649803628951,103.8486311462067",1.356649803628951,103.8486311462067,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,5,1.9,N
BE28,29639.4805,37778.0547,"29639.4805, 37778.0547","1.3579193678327102,103.8480503921643",1.3579193678327102,103.8480503921643,SURFACE CAR PARK,ELECTRONIC PARKING,7AM-7PM,SUN & PH FR 7AM-10.30PM,NO,0,4.5,N
BE29,29400.2617,37725.7422,"29400.2617, 37725.7422","1.3574462866692814,103.84590085111212",1.3574462866692814,103.84590085111212,SURFACE CAR PARK,ELECTRONIC PARKING,7AM-7PM,SUN & PH FR 7AM-10.30PM,NO,0,4.5,N
BE3,28121.0801,38268.7852,"28121.0801, 38268.7852","1.3623573834674831,103.8344065653854",1.3623573834674831,103.8344065653854,SURFACE CAR PARK,COUPON PARKING,7AM-10.30PM,SUN & PH FR 7AM-10.30PM,NO,0,4.5,N
BE3R,28236.2993,38357.4652,"28236.2993, 38357.4652","1.3631593692899031,103.83544188846697",1.3631593692899031,103.83544188846697,MULTI-STOREY CAR PARK,COUPON PARKING,WHOLE DAY,NO,YES,9,2.1,N
BE30,29460.8559,37726.9889,"29460.8559, 37726.9888999999","1.3574575584173207,103.84644532989905",1.3574575584173207,103.84644532989905,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,5,1.9,N
BE31,29421.8945,37882.1133,"29421.8945, 37882.1133","1.3588604434544342,103.84609524346122",1.3588604434544342,103.84609524346122,SURFACE CAR PARK,ELECTRONIC PARKING,7AM-7PM,SUN & PH FR 7AM-10.30PM,NO,0,0,N
BE32,29486.1335,37915.7452,"29486.1335, 37915.7452","1.3591645937922403,103.84667247511548",1.3591645937922403,103.84667247511548,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,5,1.9,N
BE33,29279.9809,38026.2842,"29279.9809, 38026.2842","1.3601642739570798,103.84482006187778",1.3601642739570798,103.84482006187778,SURFACE CAR PARK,ELECTRONIC PARKING,7AM-7PM,SUN & PH FR 7AM-10.30PM,NO,0,4.5,N
BE34,29146.6066,38113.6749,"29146.6066, 38113.6749","1.3609546059957944,103.84362160810196",1.3609546059957944,103.84362160810196,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,5,1.85,N
BE35,29086.8281,38164.5,"29086.8281, 38164.5","1.36141425015093,103.84308446004242",1.36141425015093,103.84308446004242,SURFACE CAR PARK,ELECTRONIC PARKING,7AM-7PM,SUN & PH FR 7AM-10.30PM,NO,0,4.5,N
BE36,29248.3008,37730.4375,"29248.3008, 37730.4375","1.3574887558418414,103.84453538270554",1.3574887558418414,103.84453538270554,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,0,4.5,N
BE37,29235.553,37787.1371,"29235.553, 37787.1371","1.3580015249275357,103.84442083767458",1.3580015249275357,103.84442083767458,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,2,1.95,N
BE38,29251.7617,37885.625,"29251.7617, 37885.625","1.358892209507787,103.84456648764832",1.358892209507787,103.84456648764832,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,0,4.5,N
BE39,28962.9515,37918.5499,"28962.9515, 37918.5499","1.3591899799036435,103.84197133760509",1.3591899799036435,103.84197133760509,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,7AM-10.30PM,SUN & PH FR 7AM-10.30PM,NO,10,1.9,N
BE4,29675.9231,36514.1566,"29675.9231, 36514.1566","1.346489175447862,103.84837778257534",1.346489175447862,103.84837778257534,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,4.5,N
BE40,29037.3835,37710.0917,"29037.3835, 37710.0917","1.357304764632351,103.84264015133827",1.357304764632351,103.84264015133827,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,10,1.9,N
BE42,29249.7223,37516.6532,"29249.7223, 37516.6532","1.3555553758723975,103.84454814691658",1.3555553758723975,103.84454814691658,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,12,2.15,N
BE44,27812.0967,37767.5494,"27812.0967, 37767.5494","1.3578244065675986,103.83163014388369",1.3578244065675986,103.83163014388369,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,10,2.15,N
BE45,29152.4171,37599.2039,"29152.4171, 37599.2039","1.3563019353874561,103.8436737995588",1.3563019353874561,103.8436737995588,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,7AM-10.30PM,NO,NO,6,2.15,N
BE5,29963.414,36478.9779,"29963.414, 36478.9779","1.3461710158841076,103.8509610634232",1.3461710158841076,103.8509610634232,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,4.5,N
BE6,30066.0547,36320.9492,"30066.0547, 36320.9492","1.344741860406847,103.85188334252446",1.344741860406847,103.85188334252446,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,4.5,N
BE7,30192.8737,36349.311,"30192.8737, 36349.311","1.3449983442423084,103.85302289072061",1.3449983442423084,103.85302289072061,SURFACE CAR PARK,ELECTRONIC PARKING,7AM-7PM,SUN & PH FR 7AM-10.30PM,NO,0,4.5,N
BE8,30447.9395,36286.4727,"30447.9395, 36286.4727","1.3444300400155962,103.85531480778812",1.3444300400155962,103.85531480778812,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,4.5,N
BE9,30544.5318,36588.7709,"30544.5318, 36588.7709","1.3471638963778036,103.85618277388893",1.3471638963778036,103.85618277388893,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,4.5,N
BH1,29017.3398,34136.332,"29017.3398, 34136.332","1.3249851042186627,103.84245992580217",1.3249851042186627,103.84245992580217,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,0,N
BH2,29050.8796,34252.9453,"29050.8796, 34252.9453","1.3260397075137291,103.842761302978",1.3260397075137291,103.842761302978,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,0,N
BJMP,21344.6326,39972.0102,"21344.6326, 39972.0102","1.3777599139509928,103.77351523354677",1.3777599139509928,103.77351523354677,MECHANISED CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,15,2.15,N
BJ1,20878.08,39550.76,"20878.08, 39550.76","1.373950188526708,103.76932302033879",1.373950188526708,103.76932302033879,SURFACE CAR PARK,ELECTRONIC PARKING,7AM-10.30PM,SUN & PH FR 7AM-10.30PM,NO,0,0,N
BJ10,21026.3461,40101.7077,"21026.3461, 40101.7077","1.3789327715097703,103.77065516693911",1.3789327715097703,103.77065516693911,SURFACE CAR PARK,ELECTRONIC PARKING,7AM-10.30PM,SUN & PH FR 7AM-10.30PM,NO,0,4.5,N
BJ11,21162.6537,40303.4372,"21162.6537, 40303.4372","1.380757163375821,103.77187994373078",1.380757163375821,103.77187994373078,SURFACE CAR PARK,ELECTRONIC PARKING,7AM-10.30PM,SUN & PH FR 7AM-10.30PM,NO,0,0,N
BJ12,21452.9618,40246.9897,"21452.9618, 40246.9897","1.3802467414860367,103.77448858924443",1.3802467414860367,103.77448858924443,SURFACE CAR PARK,ELECTRONIC PARKING,7AM-10.30PM,SUN & PH FR 7AM-10.30PM,NO,0,0,N
BJ13,21485.25,39887.66,"21485.25, 39887.66","1.3769971165025632,103.77477880193416",1.3769971165025632,103.77477880193416,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,0,N
BJ14,21346.1751,40106.9685,"21346.1751, 40106.9685","1.378980422449764,103.77352906358449",1.378980422449764,103.77352906358449,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,0,0,N
BJ15,21374.3071,39941.9395,"21374.3071, 39941.9395","1.3774879734505463,103.77378188729443",1.3774879734505463,103.77378188729443,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,7AM-10.30PM,NO,NO,1,3,N
BJ16,21356.3257,39943.2707,"21356.3257, 39943.2707","1.377500008215109,103.7736203110373",1.377500008215109,103.7736203110373,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,10,1.9,N
BJ17,20836.1138,40357.2456,"20836.1138, 40357.2456","1.3812437065313752,103.7689457283092",1.3812437065313752,103.7689457283092,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,5,1.9,N
BJ18,20743.2768,40326.2581,"20743.2768, 40326.2581","1.380963445289868,103.76811152675492",1.380963445289868,103.76811152675492,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,5.4,N
BJ19,20773.5976,40665.0357,"20773.5976, 40665.0357","1.3840272196514178,103.76838389830651",1.3840272196514178,103.76838389830651,SURFACE CAR PARK,ELECTRONIC PARKING,7AM-10.30PM,SUN & PH FR 7AM-10.30PM,NO,0,4.5,N
BJ2,20581.8743,39791.6392,"20581.8743, 39791.6392","1.3761285288720373,103.76666134045664",1.3761285288720373,103.76666134045664,SURFACE CAR PARK,ELECTRONIC PARKING,7AM-10.30PM,SUN & PH FR 7AM-10.30PM,NO,0,4.5,N
BJ20,20929.1589,40888.8561,"20929.1589, 40888.8561","1.3860513984520868,103.76978167950827",1.3860513984520868,103.76978167950827,SURFACE CAR PARK,ELECTRONIC PARKING,7AM-10.30PM,SUN & PH FR 7AM-10.30PM,NO,0,4.5,N
BJ21,21028.24,40876.34,"21028.24, 40876.34","1.3859382318040958,103.77067200136173",1.3859382318040958,103.77067200136173,SURFACE CAR PARK,ELECTRONIC PARKING,7AM-10.30PM,SUN & PH FR 7AM-10.30PM,NO,0,4.5,N
BJ22,21343.2842,40030.3147,"21343.2842, 40030.3147","1.3782871959055616,103.7735031040341",1.3782871959055616,103.7735031040341,SURFACE CAR PARK,ELECTRONIC PARKING,7AM-10.30PM,NO,NO,0,0,N
BJ23,21281.85,39957.43,"21281.85, 39957.43","1.3776280422140859,103.7729510894825",1.3776280422140859,103.7729510894825,SURFACE CAR PARK,ELECTRONIC PARKING,7AM-10.30PM,NO,NO,0,0,N
BJ24,21005.5592,40580.2986,"21005.5592, 40580.2986","1.3832609482678515,103.77046826769542",1.3832609482678515,103.77046826769542,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,4.5,N
BJ25,21145.4428,40760.7142,"21145.4428, 40760.7142","1.3848925868464887,103.77172518444809",1.3848925868464887,103.77172518444809,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,10,2.15,N
BJ26,21253.8552,40640.1785,"21253.8552, 40640.1785","1.3838025361944888,103.77269937939342",1.3838025361944888,103.77269937939342,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,10,2.15,N
BJ27,21059.217,40510.9727,"21059.217, 40510.9727","1.3826340057934066,103.77095043956058",1.3826340057934066,103.77095043956058,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,10,2.15,N
BJ28,20457.7599,40100.1252,"20457.7599, 40100.1252","1.378918319139841,103.76554600425678",1.378918319139841,103.76554600425678,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,12,2.15,N
BJ29,20695.6095,40765.0345,"20695.6095, 40765.0345","1.3849315486923133,103.76768309178983",1.3849315486923133,103.76768309178983,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,12,2.15,N
BJ3,20884.1354,39921.5746,"20884.1354, 39921.5746","1.377303686708111,103.7693773431375",1.377303686708111,103.7693773431375,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,5.4,N
BJ30,20839.8705,40996.2639,"20839.8705, 40996.2639","1.387022729095802,103.76897932925394",1.387022729095802,103.76897932925394,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,12,2.15,N
BJ31,20677.2932,41092.3435,"20677.2932, 41092.3435","1.3878915934495994,103.76751842427858",1.3878915934495994,103.76751842427858,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,7AM-10.30PM,SUN & PH FR 7AM-10.30PM,NO,2,2.15,N
BJ32,20602.6396,40944.0938,"20602.6396, 40944.0938","1.3865508646622176,103.76684764197113",1.3865508646622176,103.76684764197113,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,12,2.15,N
BJ33,21177.2481,40121.6311,"21177.2481, 40121.6311","1.3791129861932179,103.77201112731096",1.3791129861932179,103.77201112731096,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,12,2.15,N
BJ34,20562.8579,41081.058,"20562.8579, 41081.058","1.3877895029667402,103.76649013839744",1.3877895029667402,103.76649013839744,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,2,2.15,N
BJ35,20494.0826,40995.7262,"20494.0826, 40995.7262","1.3870177792829188,103.76587216159004",1.3870177792829188,103.76587216159004,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,2,2.15,N
BJ36,20429.947,40911.5317,"20429.947, 40911.5317","1.3862563419349274,103.76529587611009",1.3862563419349274,103.76529587611009,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,2,2.15,N
BJ37,20359.2531,40813.4447,"20359.2531, 40813.4447","1.385369264633013,103.76466066332848",1.385369264633013,103.76466066332848,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,12,2.15,N
BJ38,20221.922,40787.0081,"20221.922, 40787.0081","1.3851301464900994,103.763426646686",1.3851301464900994,103.763426646686,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,7,2.15,N
BJ39,20158.8662,40686.9514,"20158.8662, 40686.9514","1.38422525761586,103.7628600694924",1.38422525761586,103.7628600694924,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,7,2.15,N
BJ4,21204.7046,39724.8735,"21204.7046, 39724.8735","1.3755248777535762,103.77225793543974",1.3755248777535762,103.77225793543974,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,4.5,N
BJ40,20163.4889,40531.4817,"20163.4889, 40531.4817","1.382819254282943,103.76290164938554",1.382819254282943,103.76290164938554,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,11,2.15,N
BJ41,20447.5641,39722.7569,"20447.5641, 39722.7569","1.375505551111511,103.76545448409092",1.375505551111511,103.76545448409092,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,12,2.15,N
BJ42,20317.5802,39878.586,"20317.5802, 39878.586","1.3769147723637987,103.76428644484845",1.3769147723637987,103.76428644484845,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,12,2.15,N
BJ43,20027.2654,40409.2626,"20027.2654, 40409.2626","1.3817139177308813,103.7616776128444",1.3817139177308813,103.7616776128444,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,12,2.15,N
BJ44,20395.5322,40290.7701,"20395.5322, 40290.7701","1.3806424179233396,103.76498679366506",1.3806424179233396,103.76498679366506,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,9,2.15,N
BJ45,20397.9729,40073.9347,"20397.9729, 40073.9347","1.3786814474618985,103.7650087810977",1.3786814474618985,103.7650087810977,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,8,2.15,N
BJ48,20352.8446,41013.5834,"20352.8446, 41013.5834","1.3871792357735857,103.76460302592464",1.3871792357735857,103.76460302592464,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,6,2.15,N
BJ49,20006.0358,40760.5616,"20006.0358, 40760.5616","1.3848909167565717,103.76148675359994",1.3848909167565717,103.76148675359994,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,6,2.15,N
BJ5,21295.8798,39665.1802,"21295.8798, 39665.1802","1.3749850566981348,103.77307722377938",1.3749850566981348,103.77307722377938,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,5,1.9,N
BJ50,21363.991,41123.9328,"21363.991, 41123.9328","1.3881774389322883,103.7736889228127",1.3881774389322883,103.7736889228127,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,10,2.15,N
BJ51,20226.0907,40152.4974,"20226.0907, 40152.4974","1.3793918914192516,103.76346427331741",1.3793918914192516,103.76346427331741,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,12,2.15,N
